Importer,Exporter,Count
Turks and Caicos Islands,Ireland,3
Turks and Caicos Islands,Switzerland,5
Uganda,Canada,2
Uganda,Democratic Republic of the Congo,3
Uganda,Italy,5
Uganda,Netherlands,233
Uganda,South Africa,7
Uganda,Switzerland,1
Uganda,Thailand,206
Uganda,United Kingdom,4
Uganda,United States of America,16
Ukraine,Austria,88
Ukraine,Azerbaijan,7
Ukraine,Belarus,32
Ukraine,Belgium,28
Ukraine,Benin,18
Ukraine,Brazil,167
Ukraine,Bulgaria,16
Ukraine,Cameroon,2
Ukraine,Canada,14
Ukraine,China,78
Ukraine,Costa Rica,3
Ukraine,Czech Republic,31
Ukraine,Democratic Republic of the Congo,1
Ukraine,Estonia,35
Ukraine,France,520
Ukraine,Germany,528
Ukraine,Greece,9
Ukraine,Hungary,4
Ukraine,Indonesia,291
Ukraine,Ireland,3
Ukraine,Italy,1462
Ukraine,Japan,14
Ukraine,Kyrgyzstan,10
Ukraine,Latvia,1
Ukraine,Lebanon,1
Ukraine,Mauritius,1
Ukraine,Moldova (Republic of),112
Ukraine,Netherlands,12981
Ukraine,North Macedonia,2
Ukraine,Norway,1
Ukraine,Pakistan,2
Ukraine,Peru,35
Ukraine,Philippines,96
Ukraine,Poland,219
Ukraine,Qatar,1
Ukraine,Romania,1
Ukraine,Russian Federation,22
Ukraine,Senegal,4
Ukraine,Slovakia,11
Ukraine,Slovenia,1
Ukraine,South Africa,30
Ukraine,South Korea,25
Ukraine,Spain,2
Ukraine,Sudan,8
Ukraine,Switzerland,224
Ukraine,Syrian Arab Republic,33
Ukraine,Thailand,731
Ukraine,United Arab Emirates,2
Ukraine,United Kingdom,17
Ukraine,Uruguay,5
Ukraine,Uzbekistan,5
Ukraine,Viet Nam,1
Ukraine,Zambia,1
Ukraine,Zimbabwe,14
United Arab Emirates,Armenia,3
United Arab Emirates,Australia,172
United Arab Emirates,Austria,3219
United Arab Emirates,Azerbaijan,10
United Arab Emirates,Bahrain,315
United Arab Emirates,Bangladesh,178
United Arab Emirates,Belarus,5
United Arab Emirates,Belgium,490
United Arab Emirates,Benin,5
United Arab Emirates,Brazil,3
United Arab Emirates,Bulgaria,14
United Arab Emirates,Cameroon,2
United Arab Emirates,Canada,1220
United Arab Emirates,Chile,8
United Arab Emirates,China,351
United Arab Emirates,Colombia,18
United Arab Emirates,Cyprus,26
United Arab Emirates,Czech Republic,752
United Arab Emirates,Côte d'Ivoire,1
United Arab Emirates,Democratic Republic of the Congo,16
United Arab Emirates,Denmark,470
United Arab Emirates,Egypt,2
United Arab Emirates,Equatorial Guinea,2
United Arab Emirates,Estonia,2
United Arab Emirates,Ethiopia,1
United Arab Emirates,Finland,3
United Arab Emirates,France,12017
United Arab Emirates,Germany,2925
United Arab Emirates,Ghana,3
United Arab Emirates,Greece,61
United Arab Emirates,Hong Kong,57
United Arab Emirates,Hungary,8
United Arab Emirates,India,138
United Arab Emirates,Indonesia,990
United Arab Emirates,Iran (Islamic Republic of),112
United Arab Emirates,Ireland,324
United Arab Emirates,Israel,6
United Arab Emirates,Italy,4099
United Arab Emirates,Japan,36
United Arab Emirates,Jordan,42
United Arab Emirates,Kazakhstan,32
United Arab Emirates,Kenya,57
United Arab Emirates,Kuwait,653
United Arab Emirates,Kyrgyzstan,81
United Arab Emirates,Lao People's Democratic Republic,2
United Arab Emirates,Latvia,8
United Arab Emirates,Lebanon,5
United Arab Emirates,Lithuania,1
United Arab Emirates,Madagascar,3
United Arab Emirates,Malaysia,15
United Arab Emirates,Mali,2
United Arab Emirates,Malta,2
United Arab Emirates,Mauritius,2
United Arab Emirates,Monaco,2
United Arab Emirates,Morocco,623
United Arab Emirates,Nepal,5
United Arab Emirates,Netherlands,27239
United Arab Emirates,Nicaragua,13
United Arab Emirates,North Macedonia,1
United Arab Emirates,Oman,81
United Arab Emirates,Paraguay,5
United Arab Emirates,Philippines,7
United Arab Emirates,Poland,165
United Arab Emirates,Portugal,337
United Arab Emirates,Qatar,49
United Arab Emirates,Romania,113
United Arab Emirates,Russian Federation,238
United Arab Emirates,Saint Vincent and the Grenadines,4
United Arab Emirates,San Marino,2
United Arab Emirates,Saudi Arabia,178
United Arab Emirates,Senegal,29
United Arab Emirates,Serbia,257
United Arab Emirates,Seychelles,2
United Arab Emirates,Singapore,797
United Arab Emirates,Slovakia,80
United Arab Emirates,Slovenia,483
United Arab Emirates,South Africa,3290
United Arab Emirates,South Korea,8
United Arab Emirates,Spain,10012
United Arab Emirates,Sri Lanka,64
United Arab Emirates,Sudan,11
United Arab Emirates,Suriname,108
United Arab Emirates,Sweden,2
United Arab Emirates,Switzerland,6187
United Arab Emirates,Syrian Arab Republic,28
United Arab Emirates,Taiwan,62
United Arab Emirates,Thailand,1615
United Arab Emirates,Togo,1
United Arab Emirates,Tonga,4
United Arab Emirates,Tunisia,6
United Arab Emirates,Turkey,42
United Arab Emirates,Turks and Caicos Islands,1
United Arab Emirates,Uganda,12
United Arab Emirates,United Kingdom,13852
United Arab Emirates,United States of America,521
United Arab Emirates,Uruguay,2
United Arab Emirates,Viet Nam,919
United Arab Emirates,Zimbabwe,28
United Kingdom,Andorra,6
United Kingdom,Argentina,18
United Kingdom,Australia,2598
United Kingdom,Austria,984
United Kingdom,Azerbaijan,1
United Kingdom,Bahrain,33
United Kingdom,Bangladesh,24
United Kingdom,Barbados,7
United Kingdom,Belarus,1
United Kingdom,Belgium,343
United Kingdom,Belize,2
United Kingdom,Botswana,1
United Kingdom,Brazil,12
United Kingdom,British Indian Ocean Territory,3
United Kingdom,Bulgaria,14
United Kingdom,Cabo Verde,4
United Kingdom,Cambodia,2
United Kingdom,Cameroon,2
United Kingdom,Canada,240
United Kingdom,Chad,1
United Kingdom,Chile,2
United Kingdom,China,247
United Kingdom,Colombia,45
United Kingdom,Costa Rica,6
United Kingdom,Cuba,1
United Kingdom,Cyprus,4
United Kingdom,Czech Republic,366
United Kingdom,Denmark,70
United Kingdom,Ecuador,207
United Kingdom,Egypt,1
United Kingdom,El Salvador,26
United Kingdom,Estonia,15
United Kingdom,Falkland Islands (Malvinas),46
United Kingdom,Finland,3
United Kingdom,France,7157
United Kingdom,Gabon,128
United Kingdom,Germany,2869
United Kingdom,Ghana,24
United Kingdom,Greece,9
United Kingdom,Guatemala,2
United Kingdom,Guernsey,56
United Kingdom,Hong Kong,247
United Kingdom,Hungary,34
United Kingdom,Iceland,1
United Kingdom,India,891
United Kingdom,Indonesia,7779
United Kingdom,Iran (Islamic Republic of),58
United Kingdom,Iraq,1
United Kingdom,Ireland,135
United Kingdom,Isle of Man,20
United Kingdom,Israel,7
United Kingdom,Italy,3973
United Kingdom,Jamaica,1
United Kingdom,Japan,338
United Kingdom,Jersey,161
United Kingdom,Jordan,2
United Kingdom,Kenya,49
United Kingdom,Kuwait,6
United Kingdom,Kyrgyzstan,5
United Kingdom,Lao People's Democratic Republic,3
United Kingdom,Latvia,9
United Kingdom,Lebanon,13
United Kingdom,Lithuania,1
United Kingdom,Madagascar,74
United Kingdom,Malawi,1
United Kingdom,Malaysia,437
United Kingdom,Maldives,1
United Kingdom,Mauritius,231
United Kingdom,Mexico,26
United Kingdom,Micronesia (Federated States of),79
United Kingdom,Moldova (Republic of),18
United Kingdom,Monaco,4
United Kingdom,Morocco,3
United Kingdom,Mozambique,5
United Kingdom,Nepal,1
United Kingdom,Netherlands,178779
United Kingdom,New Caledonia,2
United Kingdom,New Zealand,42
United Kingdom,Nicaragua,25
United Kingdom,North Macedonia,5
United Kingdom,Norway,5
United Kingdom,Oman,5
United Kingdom,Pakistan,65
United Kingdom,Palau,2
United Kingdom,Papua New Guinea,4
United Kingdom,Paraguay,7
United Kingdom,Peru,40
United Kingdom,Philippines,2
United Kingdom,Poland,77
United Kingdom,Portugal,43
United Kingdom,Qatar,99
United Kingdom,Romania,5
United Kingdom,Russian Federation,43
United Kingdom,Saint Kitts and Nevis,12
United Kingdom,Saudi Arabia,5
United Kingdom,Serbia,9
United Kingdom,Singapore,470
United Kingdom,Slovakia,2
United Kingdom,Slovenia,15
United Kingdom,South Africa,412
United Kingdom,South Georgia and the South Sandwich Islands,49
United Kingdom,South Korea,35
United Kingdom,Spain,609
United Kingdom,Sri Lanka,406
United Kingdom,Suriname,7
United Kingdom,Sweden,5
United Kingdom,Switzerland,7170
United Kingdom,Syrian Arab Republic,1
United Kingdom,Taiwan,80
United Kingdom,"Tanzania, United Republic of",29
United Kingdom,Thailand,759
United Kingdom,Togo,7
United Kingdom,Tonga,24
United Kingdom,Trinidad and Tobago,2
United Kingdom,Tunisia,8
United Kingdom,Turkey,46
United Kingdom,Uganda,2
United Kingdom,Ukraine,5
United Kingdom,United Arab Emirates,1106
United Kingdom,United States of America,543
United Kingdom,Uruguay,7
United Kingdom,Uzbekistan,53
United Kingdom,Viet Nam,250
United Kingdom,Virgin Islands (British),3
United Kingdom,Zambia,11
United Kingdom,Zimbabwe,20
United States Minor Outlying Islands,Thailand,1
United States of America,Anguilla,2
United States of America,Argentina,308
United States of America,Armenia,23
United States of America,Aruba,1
United States of America,Austria,379
United States of America,Azerbaijan,25
United States of America,Bahamas,38
United States of America,Bahrain,3
United States of America,Bangladesh,14
United States of America,Barbados,32
United States of America,Belarus,2
United States of America,Belgium,427
United States of America,Belize,1036
United States of America,Benin,73
United States of America,Bhutan,1
United States of America,Bolivia (Plurinational State of),19
United States of America,"Bonaire, Sint Eustatius and Saba",11
United States of America,Botswana,16
United States of America,Brazil,1257
United States of America,Bulgaria,57
United States of America,Cabo Verde,1
United States of America,Cambodia,209
United States of America,Cameroon,35
United States of America,Canada,8921
United States of America,Cayman Islands,27
United States of America,Central African Republic,2
United States of America,Chad,11
United States of America,Chile,8
United States of America,China,3806
United States of America,Colombia,2852
United States of America,Congo,14
United States of America,Costa Rica,272
United States of America,Croatia,2
United States of America,Cuba,10
United States of America,Curaçao,55
United States of America,Cyprus,1
United States of America,Czech Republic,523
United States of America,Côte d'Ivoire,62
United States of America,Democratic Republic of the Congo,49
United States of America,Denmark,136
United States of America,Dominica,1
United States of America,Dominican Republic,2083
United States of America,El Salvador,337
United States of America,Estonia,2
United States of America,Ethiopia,54
United States of America,Finland,30
United States of America,France,21359
United States of America,Gabon,6
United States of America,Germany,3588
United States of America,Ghana,432
United States of America,Greece,207
United States of America,Greenland,3
United States of America,Guernsey,2
United States of America,Guyana,575
United States of America,Honduras,99
United States of America,Hong Kong,330
United States of America,Hungary,25
United States of America,Iceland,1
United States of America,India,707
United States of America,Indonesia,53632
United States of America,Ireland,154
United States of America,Israel,34
United States of America,Italy,10330
United States of America,Jamaica,158
United States of America,Japan,2308
United States of America,Kenya,2073
United States of America,Kuwait,6
United States of America,Kyrgyzstan,196
United States of America,Lao People's Democratic Republic,2
United States of America,Latvia,5
United States of America,Lebanon,4
United States of America,Liberia,2
United States of America,Macao,6
United States of America,Madagascar,116
United States of America,Malaysia,312
United States of America,Malta,1
United States of America,Mauritius,454
United States of America,Mexico,4111
United States of America,Moldova (Republic of),9
United States of America,Monaco,3
United States of America,Mongolia,102
United States of America,Morocco,32
United States of America,Mozambique,59
United States of America,Nepal,21
United States of America,Netherlands,1575
United States of America,New Zealand,24
United States of America,Nicaragua,836
United States of America,North Macedonia,29
United States of America,Norway,5
United States of America,Pakistan,128
United States of America,Palau,134
United States of America,Panama,33
United States of America,Papua New Guinea,7
United States of America,Paraguay,20
United States of America,Peru,882
United States of America,Philippines,119
United States of America,Poland,169
United States of America,Portugal,113
United States of America,Qatar,4
United States of America,Romania,27
United States of America,Russian Federation,90
United States of America,"Saint Helena, Ascension and Tristan da Cunha",1
United States of America,Saint Kitts and Nevis,411
United States of America,Saint Lucia,1
United States of America,San Marino,1
United States of America,Senegal,3
United States of America,Serbia,7
United States of America,Seychelles,1
United States of America,Singapore,591
United States of America,Sint Maarten (Dutch part),2
United States of America,Slovakia,1
United States of America,Slovenia,43
United States of America,South Africa,4113
United States of America,South Korea,528
United States of America,Spain,1699
United States of America,Sri Lanka,1095
United States of America,Sudan,13
United States of America,Suriname,241
United States of America,Sweden,30
United States of America,Switzerland,10060
United States of America,Tajikistan,3
United States of America,"Tanzania, United Republic of",87
United States of America,Thailand,9359
United States of America,Trinidad and Tobago,1
United States of America,Turkey,355
United States of America,Uganda,13
United States of America,United Arab Emirates,62
United States of America,United Kingdom,1448
United States of America,Uruguay,103
United States of America,Uzbekistan,60
United States of America,Vanuatu,59
United States of America,Venezuela (Bolivarian Republic of),19
United States of America,Viet Nam,1097
United States of America,Zambia,312
United States of America,Zimbabwe,1283
Uruguay,Argentina,1
Uruguay,Austria,1
Uruguay,Brazil,257
Uruguay,Côte d'Ivoire,2
Uruguay,France,119
Uruguay,Germany,235
Uruguay,Ireland,2
Uruguay,Netherlands,10
Uruguay,South Africa,7
Uruguay,Spain,12
Uruguay,Switzerland,121
Uruguay,United States of America,27
Uzbekistan,Armenia,5
Uzbekistan,Austria,5
Uzbekistan,Azerbaijan,56
Uzbekistan,Belarus,14
Uzbekistan,Canada,1
Uzbekistan,China,29
Uzbekistan,Czech Republic,31
Uzbekistan,France,34
Uzbekistan,Germany,139
Uzbekistan,Guyana,16
Uzbekistan,Indonesia,41
Uzbekistan,Ireland,1
Uzbekistan,Italy,193
Uzbekistan,Jordan,1
Uzbekistan,Kazakhstan,2
Uzbekistan,Kyrgyzstan,8
Uzbekistan,Mali,1
Uzbekistan,Netherlands,742
Uzbekistan,Philippines,13
Uzbekistan,Russian Federation,1
Uzbekistan,Senegal,2
Uzbekistan,Singapore,1
Uzbekistan,Solomon Islands,6
Uzbekistan,South Africa,9
Uzbekistan,Suriname,9
Uzbekistan,Switzerland,55
Uzbekistan,Taiwan,1
Uzbekistan,Tajikistan,1
Uzbekistan,United Arab Emirates,121
Vanuatu,Singapore,1
Venezuela (Bolivarian Republic of),Czech Republic,18
Venezuela (Bolivarian Republic of),France,7
Venezuela (Bolivarian Republic of),Germany,16
Venezuela (Bolivarian Republic of),Ireland,1
Venezuela (Bolivarian Republic of),Italy,2
Venezuela (Bolivarian Republic of),Netherlands,2
Venezuela (Bolivarian Republic of),Portugal,66
Venezuela (Bolivarian Republic of),Spain,31
Venezuela (Bolivarian Republic of),Switzerland,20
Viet Nam,Australia,1
Viet Nam,Austria,5
Viet Nam,Belgium,10
Viet Nam,Cameroon,9
Viet Nam,Canada,95
Viet Nam,Central African Republic,19
Viet Nam,China,4040
Viet Nam,Colombia,101
Viet Nam,Congo,9
Viet Nam,Czech Republic,37
Viet Nam,Côte d'Ivoire,1
Viet Nam,Democratic Republic of the Congo,255
Viet Nam,Denmark,1
Viet Nam,Equatorial Guinea,4
Viet Nam,France,1979
Viet Nam,Germany,76
Viet Nam,Ghana,1
Viet Nam,Hong Kong,84
Viet Nam,Hungary,2
Viet Nam,India,6
Viet Nam,Indonesia,1010
Viet Nam,Ireland,4
Viet Nam,Italy,240
Viet Nam,Japan,309
Viet Nam,Lao People's Democratic Republic,26
Viet Nam,Macao,46
Viet Nam,Malaysia,781
Viet Nam,Morocco,44
Viet Nam,Netherlands,46
Viet Nam,Panama,10
Viet Nam,Papua New Guinea,4
Viet Nam,Paraguay,4
Viet Nam,Peru,2
Viet Nam,Russian Federation,8
Viet Nam,Sierra Leone,16
Viet Nam,Singapore,2787
Viet Nam,South Africa,35
Viet Nam,South Korea,1545
Viet Nam,Spain,104
Viet Nam,Switzerland,947
Viet Nam,Taiwan,163
Viet Nam,"Tanzania, United Republic of",1
Viet Nam,Thailand,616
Viet Nam,United Arab Emirates,9
Viet Nam,United Kingdom,9
Viet Nam,United States of America,11
Virgin Islands (British),Anguilla,1
Virgin Islands (British),Croatia,2
Virgin Islands (British),France,4
Virgin Islands (British),Italy,1
Virgin Islands (British),Netherlands,1
Virgin Islands (British),Saint Kitts and Nevis,2
Virgin Islands (British),Switzerland,12
Virgin Islands (U.S.),France,2
Virgin Islands (U.S.),Germany,3
Virgin Islands (U.S.),Ireland,1
Virgin Islands (U.S.),Saint Kitts and Nevis,83
Virgin Islands (U.S.),Switzerland,14
Virgin Islands (U.S.),Thailand,23
Western Sahara,France,2
Yemen,Estonia,2
Yemen,Hong Kong,1
Yemen,Indonesia,5
Yemen,Jordan,1
Yemen,Malaysia,8
Yemen,Switzerland,8
Yemen,Viet Nam,3
Zambia,Botswana,1
Zambia,France,1
Zambia,South Africa,45
Zambia,Thailand,2
Zambia,United Kingdom,1
Zambia,Zimbabwe,7
Zimbabwe,Botswana,2
Zimbabwe,Canada,2
Zimbabwe,Italy,4
Zimbabwe,Mozambique,1
Zimbabwe,Netherlands,47
Zimbabwe,Russian Federation,1
Zimbabwe,South Africa,21
Zimbabwe,Thailand,4
Zimbabwe,United Kingdom,2
Zimbabwe,Zambia,4
